Cod	Denumire	Grupa	Subgrupa
71336	NT ENERGIZING THICKENING Tonic 100ml new	NT	Haircare retail
76144	OI SHAMPOO REFILL 500 ml	OI	Haircare retail
76139	OI SOUFFLE 125ML	OI	Haircare retail
01005	Orising Serum Multienergetic Antioxidant 6 tuburi x15 ml	ORISING	Haircare retail
65045	TPT 4,7	THE PRESENT TIME	Culoare
72046	GLA SILKENING SH 1L	THERE MUST BE AN ANGEL	Haircare tehnic
75564	DEHC MINU HAIR MASK 75ML	TRAVEL SIZE	Travel size
71325	NT NOURISHING VM CONDITIONER 60ML	TRAVEL SIZE	Travel size
60104	VIEW 7,0 60ML	VIEW	Culoare
67229	ALCHEMIC CONDITIONER SILVER 250 ML	ALCHEMIC	Haircare retail
75583	DEHC LOVE SMOOTH PERFECTOR 150ML	DEHC	Haircare retail
ETH2026	Agende Ethics 2026	DIVERSE	Materiale
8059173158140	JAAS Color 4.32	JAAS Color	Culoare
8059173158577	JAAS Color 5.6	JAAS Color	Culoare
8059173158522	JAAS Color 6.43	JAAS Color	Culoare
8059173158393	JAAS Color 9.3	JAAS Color	Culoare
8059173158171	JAAS Fast 6 - Dark Blonde	JAAS Color	Culoare
8059173158959	JAAS Red Enhancer	JAAS Color	Culoare
63100	MVB9,32	MASK WITH VIBRACHROME	Culoare
22000	Mostre Sampon 5-AlfOrising 10 ml	Mostre Orising	Mostre
33100	Orising Mostre Masca de protectie a culorii 10 ml	Mostre Orising	Mostre
33300	Orising Mostre Masca Luce 24K 8 ml	Mostre Orising	Mostre
22300	Orising Mostre Perfect Hair fluid Argorising 10 ml	Mostre Orising	Mostre
71307	NT NOURISHING BOOSTER 100ML	NT	Haircare tehnic
71408	NT PURIFYING GEL150ML -- new	NT	Haircare retail
65008	TPT 10,0	THE PRESENT TIME	Culoare
132	CAP PAPUSA ELISA 40CM	UWE DAMM	Materiale
75051	DEHC MELU SHIELD THERM PROT 250 ML	DEHC	Haircare retail
75613	DEHC MINU HAIR MASK 250ML	DEHC	Haircare retail
8059173158454	JAAS Color 4.7	JAAS Color	Culoare
8059173158980	JAAS Color 9.4	JAAS Color	Culoare
8059173158881	JAAS Blow Drying Slicker Gel 150ml	JAAS Styling	Styling
79008	LIQUID SPELL REINFORCING FLUID 125ML	LIQUID SPELL	Styling
63041	MVB10,23	MASK WITH VIBRACHROME	Culoare
63083	MVB3,81	MASK WITH VIBRACHROME	Culoare
65038	TPT 7,18	THE PRESENT TIME	Culoare
75593	DEHC LOVE SMOOTH COND 75ML	TRAVEL SIZE	Travel size
042125	CAP DE PAPUSA TESSA 60-65 CM	UWE DAMM	Materiale
60170	VIEW 7,51 60ML	VIEW	Culoare
75609	DEHC DEDE CONDITIONER 250ML 	DEHC	Haircare retail
8059173158485	JAAS Color 4.71	JAAS Color	Culoare
8059173158072	JAAS Color 9.0	JAAS Color	Culoare
8059173157488	JAAS Color Cape	JAAS Materiale	Materiale
A5845	DEHC REFILL GLORIFIER EN	MATERIALE DAV	Materiale
22200	Orising Mostre Masca Sea Complex 3x10 ml	Mostre Orising	Mostre
20900	Orising Mostre Sampon impotriva matretii 10 ml	Mostre Orising	Mostre
77001	TCC THE SPOTLIGHT CIRCLE 750ML	TCC	Haircare tehnic
65000	TPT 2,0	THE PRESENT TIME	Culoare
65017	TPT 6,21	THE PRESENT TIME	Culoare
65025	TPT 9,11	THE PRESENT TIME	Culoare
60114	VIEW 8,18 60ML	VIEW	Culoare
75006	DEHC NOUNOU CONDITIONER 5L	DEHC	Haircare tehnic
8059173158089	JAAS Color 10.0	JAAS Color	Culoare
63044	MVB7,3	MASK WITH VIBRACHROME	Culoare
63084	MVB9,11	MASK WITH VIBRACHROME	Culoare
2026PC	PORTA CAMPIONI ORISING FOR MAN	Materiale Orising	Materiale
20254B	Orising Mostre Exclusive Balsam nutritiv pentru fata si barba 2 ml	Mostre Orising	Mostre
71303	NT NOURISHING MASK 1L	NT	Haircare tehnic
A4969	 SU/ BEACH TOWEL	SU	Materiale
65018	TPT 6,72	THE PRESENT TIME	Culoare
71279	NT RENEWING SHAMPOO 100ML	TRAVEL SIZE	Travel size
60100	VIEW 3,0 60ML	VIEW	Culoare
60130	VIEW 5,65 60ML	VIEW	Culoare
60108	VIEW 7,11 60ML	VIEW	Culoare
75611	DEHC LOVE CURL HAIR MASK 250ML	DEHC	Haircare retail
75640	DEHC MOMO SHAMPOO 1L 	DEHC	Haircare tehnic
75001	DEHC NOUNOU SHAMPOO 1L 	DEHC	Haircare tehnic
8059173158027	JAAS Color 4.0	JAAS Color	Culoare
8059173158515	JAAS Color 5.4	JAAS Color	Culoare
8059173158690	JAAS Lylla	JAAS Color	Culoare
8059173158720	JAAS Violet	JAAS Color	Culoare
63002	MVB3,0	MASK WITH VIBRACHROME	Culoare
63082	MVB6,18	MASK WITH VIBRACHROME	Culoare
63052	MVB7,34	MASK WITH VIBRACHROME	Culoare
31000	Orising Mostre Sampon Purifying 10 ml	Mostre Orising	Mostre
71243	NT RENEWING SHAMPOO 250ML	NT	Haircare retail
77016	TCC RESTLESS CIRCLE 50ML	TCC	Haircare retail
65015	TPT 5,14	THE PRESENT TIME	Culoare
65007	TPT 9,0	THE PRESENT TIME	Culoare
65024	TPT 9,1	THE PRESENT TIME	Culoare
60159	VIEW 6,71 60ML	VIEW	Culoare
67226	ALCHEMIC SHAMPOO CHOCOLATE 280 ML 	ALCHEMIC	Haircare retail
72038	GLA BOX 2025	DAVINES BOX	Haircare retail
8059173158010	JAAS Color 3.0	JAAS Color	Culoare
8059173158133	JAAS Fast 1 - Black	JAAS Color	Culoare
A4948	DEHC SH BAR CASE	MATERIALE DAV	Materiale
87071	MI INVISIBLE NON GAS SPRAY 	MORE INSIDE	Styling
01500	Orising Sampon CalmOrising 250 ml	ORISING	Haircare retail
00400	Sampon Stamin ORising 250 ml	ORISING	Haircare retail
72049	GLA INTENSE TREAT 750ML	THERE MUST BE AN ANGEL	Haircare tehnic
75005	DEHC NOUNOU COND 1L 	DEHC	Haircare tehnic
8059173158584	JAAS Color 6.66	JAAS Color	Culoare
8059173158461	JAAS Color 6.7	JAAS Color	Culoare
63076	MVB12,11	MASK WITH VIBRACHROME	Culoare
63061	MVB3,51	MASK WITH VIBRACHROME	Culoare
63042	MVB5,3	MASK WITH VIBRACHROME	Culoare
33550	Mostre Masca Orising 3 Actions  10 ml	Mostre Orising	Mostre
32200	Mostre Orising Sampon pentru volum Filler System 10 ml	Mostre Orising	Mostre
33200	Mostre Sampon Orising Luce 8 ml	Mostre Orising	Mostre
21300	Orising Mostre Masca impotriva caderii parului 10 ml	Mostre Orising	Mostre
20251B	Orising Mostre Sampon Exclusive pentru barbati 5 ml	Mostre Orising	Mostre
22100	Orising Mostre Sampon H.G. System 10 ml	Mostre Orising	Mostre
71334	NT ENERGIZING SEAS SUPAC 100ML	NT	Haircare retail
03150	Orising Lotiune tonica impotriva caderii parului fiole 12x 10 ml	ORISING	Haircare retail
75022	DEHC DEDE HAIR MIST 250ML 	DEHC	Haircare retail
75058	DEHC MINU SHAMPOO 5L 	DEHC	Haircare tehnic
8059173158003	JAAS Color 1.0	JAAS Color	Culoare
8059173158409	JAAS Color 6.32	JAAS Color	Culoare
63022	MVB4,1	MASK WITH VIBRACHROME	Culoare
63027	MVB9,1	MASK WITH VIBRACHROME	Culoare
63114	MVB9,78	MASK WITH VIBRACHROME	Culoare
71253	NT ENERG SHAMPOO 1L 	NT	Haircare tehnic
71245	NT RENEWING COND TREATMENT 250ML 	NT	Haircare retail
09450	Orising Compozitie Energetica D 55 ml	ORISING	Haircare tehnic
65013	TPT 5,11	THE PRESENT TIME	Culoare
75550	DEHC DEDE CONDITIONER 75ML	TRAVEL SIZE	Travel size
9120059042217	TREPIED CAP PRACTICA	UWE DAMM	Materiale
67228	ALCHEMIC SHAMPOO SILVER 280 ML	ALCHEMIC	Haircare retail
75667	DEHC LOVE SMOOTH BODY WASH 250ML	DEHC	Haircare retail
75652	DEHC MOMO SH REFILL 500ML	DEHC	Haircare retail
8059173158591	JAAS Color 5.22	JAAS Color	Culoare
8059173158539	JAAS Color 7.44	JAAS Color	Culoare
8059173158157	JAAS Fast 4 - Brown	JAAS Color	Culoare
63112	MVB6,62	MASK WITH VIBRACHROME	Culoare
63046	MVB9,3	MASK WITH VIBRACHROME	Culoare
20251SH	SHOPPER ORISING FOR MAN EXCLUSIVE	Materiale Orising	Materiale
87051	MI VOLUME BOOSTING MOUSSE 250ML 	MORE INSIDE	Styling
20253B	Orising Mostre Exclusive Gel de curatare pentru fata si barba 3 ml	Mostre Orising	Mostre
71175	NT WELL BEING COND 1L 	NT	Haircare tehnic
05600	Orising Masca pentru scalp seboreic (gras) 150 ml	ORISING	Haircare retail
02300	Orising Sampon Yellow Stop 150 ml	ORISING	Haircare retail
93022	PASTA&LOVE STYLING PASTE 125 ML	PASTA&LOVE	Haircare retail
65001	TPT 3,0	THE PRESENT TIME	Culoare
75073	DEHC MOMO CONDITIONER 75ML	TRAVEL SIZE	Travel size
75585	DEHC LOVE SMOOTH INSTANT MASK 1L	DEHC	Haircare tehnic
75552	DEHC MOMO HAIR POTION 150ML	DEHC	Haircare retail
8059173158218	JAAS Fast 10 - Ult Light Blonde	JAAS Color	Culoare
63030	MVB5,11	MASK WITH VIBRACHROME	Culoare
63059	MVB6,46	MASK WITH VIBRACHROME	Culoare
63060	MVB8,46	MASK WITH VIBRACHROME	Culoare
A5884	METAL BALL	MATERIALE DAV	Materiale
04910	Orising Baby Hair Cream 125 ml	ORISING	Haircare retail
06000	Orising Masca cu ulei de cocos 250 ml	ORISING	Haircare retail
20251	Orising Sampon Exclusive pentru barbati 200 ml	ORISING	Haircare retail
04900	Orising Sampon pentru copii 150 ml	ORISING	Haircare retail
60110	VIEW 4,14 60ML	VIEW	Culoare
60119	VIEW 7,32 60ML	VIEW	Culoare
75525	DEHC LOVE CURL SHAMPOO 1L 	DEHC	Haircare tehnic
8059173158751	JAAS Clear	JAAS Color	Culoare
8059173158676	JAAS Mercury	JAAS Color	Culoare
8059173158683	JAAS Mercury Rose	JAAS Color	Culoare
8059173157952	JAAS Renewer Mask 250ml	JAAS Haircare	Haircare retail
63055	MVB7,4	MASK WITH VIBRACHROME	Culoare
20800	Orising Mostre Sampon impotriva caderii parului 10 ml	Mostre Orising	Mostre
6400	Orising Lotiune CalmOrising pentru reechilibrarea scalpului 12x 10 ml	ORISING	Haircare retail
65059	TPT Yellow	THE PRESENT TIME	Culoare
60126	VIEW 6,44 60ML	VIEW	Culoare
HS-50W	PIvot Point mese blonde 50 buc/ set_W	DIVERSE	Materiale
8059173158478	JAAS Color 8.7	JAAS Color	Culoare
8059173157938	JAAS Renewer Shampoo 250ml	JAAS Haircare	Haircare retail
63079	MVB12,71	MASK WITH VIBRACHROME	Culoare
63126	MVB4,65	MASK WITH VIBRACHROME	Culoare
63021	MVB8	MASK WITH VIBRACHROME	Culoare
63049	MVB8,33	MASK WITH VIBRACHROME	Culoare
33600	Mostre Sampon Orising Yellow Stop 10 ml	Mostre Orising	Mostre
22500	Orising Mostre Sampon Calmorising 10 ml	Mostre Orising	Mostre
21000	Orising Mostre Sampon cu cocos 10 ml	Mostre Orising	Mostre
71313	NT NOURISHING VM COND. 1L	NT	Haircare tehnic
71267	NT WELL BEING SHAMPOO 1L 	NT	Haircare tehnic
00600	Orising Sampon H.G. System 250 ml	ORISING	Haircare retail
00150	Orising Sampon impotriva caderii parului 750 ml	ORISING	Haircare tehnic
00500	Sampon 5-AlfOrising 250 ml	ORISING	Haircare retail
93016	PASTA&LOVE MEDIUM FIBER CREAM 50ML	PASTA&LOVE	Haircare retail
77013	TCC THE LET IT GO CIRCLE 750ML	TCC	Haircare tehnic
65053	TPT 8,62	THE PRESENT TIME	Culoare
60124	VIEW 8,44 60ML	VIEW	Culoare
60117	VIEW 9,3 60ML	VIEW	Culoare
60146	VIEW VIOLET 60ML AMETHYST	VIEW	Culoare
75057	DEHC MINU SHAMPOO 1L 	DEHC	Haircare tehnic
8059173158447	JAAS Color 10.32	JAAS Color	Culoare
63039	MVB4,22	MASK WITH VIBRACHROME	Culoare
63037	MVB6,15	MASK WITH VIBRACHROME	Culoare
63074	MVB7,73	MASK WITH VIBRACHROME	Culoare
63008	MVB9,0	MASK WITH VIBRACHROME	Culoare
63116	MVB9,18	MASK WITH VIBRACHROME	Culoare
05000	Orising Masca impotriva caderii parului 150 ml	ORISING	Haircare retail
93001	PASTA&LOVE CREMA DE HIDRATARE 100ML	PASTA&LOVE	Haircare retail
65005	TPT 7,0	THE PRESENT TIME	Culoare
75561	DEHC SOLU SALT SCRUB 75ML	TRAVEL SIZE	Travel size
75083	DEHC VOLU SHAMPOO 75ML	TRAVEL SIZE	Travel size
75653	DEHC LOVE SMOOTH SH REFILL 500ML	DEHC	Haircare retail
75009	DEHC NOUNOU MASK 1L 	DEHC	Haircare tehnic
F317	SET CLIPSURI CROC 6 PCS	LABOR PRO	Materiale
63093	MVB0,25	MASK WITH VIBRACHROME	Culoare
63032	MVB10,12	MASK WITH VIBRACHROME	Culoare
63050	MVB5,34	MASK WITH VIBRACHROME	Culoare
63097	MVB7,18	MASK WITH VIBRACHROME	Culoare
63091	MVB7,31	MASK WITH VIBRACHROME	Culoare
A5739	OCEAN KEEPER BEACH TOWEL	MATERIALE DAV	Materiale
20300	Brosura Orising Minerammide	Materiale Orising	Materiale
71246	NT RENEWING COND. TREATMENT 1L	NT	Haircare tehnic
05300	Orising Masca anti-matreata 150 ml	ORISING	Haircare retail
04700	Orising Sampon Sea Complex 3 250 ml	ORISING	Haircare retail
65061	TPT 10,31	THE PRESENT TIME	Culoare
65006	TPT 8,0	THE PRESENT TIME	Culoare
60112	VIEW 4,18 60ML	VIEW	Culoare
60136	VIEW GLOSS 500ML	VIEW	Culoare
75016	DEHC MOMO COND. 1L 	DEHC	Haircare tehnic
75581	SOLID SH VOLU	DEHC	Haircare retail
8059173158843	JAAS Oxidant 30 vol. 150 ml	JAAS Color	Decolorare
8059173157990	JAAS Renewer 3 Minute Illuminating Lotion 10x10ml	JAAS Haircare	Haircare tehnic
63029	MVB2,11	MASK WITH VIBRACHROME	Culoare
63033	MVB4,14	MASK WITH VIBRACHROME	Culoare
63058	MVB4,45	MASK WITH VIBRACHROME	Culoare
63063	MVB4,55	MASK WITH VIBRACHROME	Culoare
63067	MVB5,61	MASK WITH VIBRACHROME	Culoare
00750	Orising Sampon cu ulei de cocos 750 ml	ORISING	Haircare tehnic
93015	PASTA&LOVE HAIR BEARD & BODY WASH 300ML	PASTA&LOVE	Haircare retail
65016	TPT 6,1	THE PRESENT TIME	Culoare
72028	GLA INST BOND GLOW 300ML	THERE MUST BE AN ANGEL	Haircare retail
60131	VIEW 6,66 60ML	VIEW	Culoare
60125	VIEW 9,4 60ML	VIEW	Culoare
75098	DEHC MELU SHAMPOO 1L 	DEHC	Haircare tehnic
C797	PERIE PLATA DIN PAR DE MISTRET	LABOR PRO	Materiale
87067	MI STRONG DRY WAX 75ML	MORE INSIDE	Styling
21400	Orising Mostre Masca cu cocos 10 ml	Mostre Orising	Mostre
71174	NT WELL BEING COND 150ML 	NT	Haircare retail
04500	Orising Masca Sea Complex 3 -3- hidratare 125 ml	ORISING	Haircare retail
65046	TPT 10,33	THE PRESENT TIME	Culoare
60116	VIEW 5,3 60ML	VIEW	Culoare
60111	VIEW 6,14 60ML	VIEW	Culoare
60140	VIEW 8,33 60ML	VIEW	Culoare
60123	VIEW 9,73 60ML	VIEW	Culoare
75590	DEHC LOVE HAIR SMOOTHER 150ML	DEHC	Haircare retail
75053	DEHC VOLU SHAMPOO 1L	DEHC	Haircare tehnic
8059173158836	JAAS Oxidant 20 vol. 150 ml	JAAS Color	Decolorare
8059173157358	JAAS Visual Color Chart	JAAS Materiale	Materiale
63110	MVB5,43	MASK WITH VIBRACHROME	Culoare
63020	MVB7	MASK WITH VIBRACHROME	Culoare
A4972	MASK COMPACT COLOUR CHART 115 WEFTS	MATERIALE DAV	Materiale
A5466	NT TAILORING  Pro Base Pump 480ml	MATERIALE DAV	Materiale
A5555	NT TAILORING Consultation Form EN	MATERIALE DAV	Materiale
DISPENSER	Orising Dozator B8	Materiale Orising	Materiale
71194	NT WELL BEING COND. 12ML	MOSTRE	Mostre
71225	NT CALMING SUPERACTIVE 100ML	NT	Haircare retail
03750	Orising Lotiune tonica pentru scalp seboreic (gras) fiole 12 x10 ml	ORISING	Haircare retail
93013	PASTA&LOVE STRONG HOLD MAT CLAY	PASTA&LOVE	Haircare retail
77002	TCC THE PURITY CIRCLE 50ML	TCC	Haircare retail
65055	TPT 00	THE PRESENT TIME	Culoare
65027	TPT 10,01	THE PRESENT TIME	Culoare
72039	GLA RICH COND 1L	THERE MUST BE AN ANGEL	Haircare tehnic
60128	VIEW 3,51 60ML	VIEW	Culoare
60132	VIEW 7,73 60ML	VIEW	Culoare
60143	VIEW 8,74  60ML	VIEW	Culoare
60171	VIEW RUBY 60ML	VIEW	Culoare
61053	ANC 66,0 60ML	A NEW COLOR	Culoare
67227	ALCHEMIC CONDITIONER CHOCOLATE 250 ML	ALCHEMIC	Haircare retail
75562	DEHC MINU HAIR MASK 1L 	DEHC	Haircare tehnic
63038	MVB2,21	MASK WITH VIBRACHROME	Culoare
63034	MVB5,14	MASK WITH VIBRACHROME	Culoare
A1472	BLOCK NOTES	MATERIALE DAV	Materiale
87135	MI CURL GEL OIL 250ML	MORE INSIDE	Styling
71335	NT ENERGIZING SEAS SUPAC 12X6ML	NT	Haircare retail
71331	NT REBALANCING CLEAN TREAT 250ML	NT	Haircare retail
04250	Orising Lotiune mineralizanta fiole 12 x10 ml	ORISING	Haircare tehnic
04550	Orising Masca Sea Complex 3 -2- reconstructie 125 ml	ORISING	Haircare retail
77007	TCC THE QUICK FIX CIRCLE 750ML	TCC	Haircare tehnic
60150	VIEW 7,34 60ML	VIEW	Culoare
61051	ANC 44,0 60ML	A NEW COLOR	Culoare
61038	ANC 6,66	A NEW COLOR	Culoare
67219	ALCHEMIC CONDITIONER GOLDEN 250 ML	ALCHEMIC	Haircare retail
63066	MVB6,06	MASK WITH VIBRACHROME	Culoare
87086	MI OIL NON OIL 250ML	MORE INSIDE	Styling
71328	NT ELEVATING SCALPT RECOVERY TREAT 100ML	NT	Haircare retail
76017	OI BODY WASH 280 	OI	Haircare retail
77003	TCC THE PURITY CIRCLE 750ML	TCC	Haircare tehnic
77017	MOMENT BOX TCC	TCC	Materiale
A4465	TCC HAIR MASK BAR	TCC	Materiale
65014	TPT 5,12	THE PRESENT TIME	Culoare
65060	TPT Green	THE PRESENT TIME	Culoare
60138	VIEW 4,56 60ML	VIEW	Culoare
67231	ALCHEMIC CONDITIONER SILVER 1 L	ALCHEMIC	Haircare tehnic
75560	DEHC DEDY HAND WASH 250ML	DEHC	Haircare retail
75582	SOLID SH LOVE SMOOTH	DEHC	Haircare retail
8059173158829	JAAS Oxidant 10 vol. 150 ml	JAAS Color	Decolorare
K928	PIEPTEN CARBON	LABOR PRO	Materiale
63125	MVB3,56	MASK WITH VIBRACHROME	Culoare
A5433	VIEW LUX COMPLETE COLOUR CHART62 WEFTS	MATERIALE DAV	Materiale
87057	MI FORMING POMADE 75ML 	MORE INSIDE	Styling
76078	OI LIQUID LUSTER 300ML	OI	Haircare retail
09700	Orising H.G. System Biocomplex fiole 12 x 7 ml	ORISING	Haircare tehnic
A4344	TCC KIT 5 TENUGUI	TCC	Materiale
65002	TPT 4,0	THE PRESENT TIME	Culoare
75643	DEHC DEDE SHAMPOO 75ML	TRAVEL SIZE	Travel size
60158	VIEW 6,62 60ML	VIEW	Culoare
61014	ANC 9,1 60ML	A NEW COLOR	Culoare
61058	ANC CREAM BASE 400 ML 	A NEW COLOR	Decolorare
67220	ALCHEMIC SHAMPOO TOBACCO 280 ML 	ALCHEMIC	Haircare retail
75062	DEHC MINU CONDITIONER 5L	DEHC	Haircare tehnic
63092	MVB0,66	MASK WITH VIBRACHROME	Culoare
63010	MVB33,0	MASK WITH VIBRACHROME	Culoare
63035	MVB6,14	MASK WITH VIBRACHROME	Culoare
63069	MVB7,64	MASK WITH VIBRACHROME	Culoare
A4971	MASK LUX COLOUR CHART 115	MATERIALE DAV	Materiale
87133	MI RELAXING MOISTURIZING FLUID 125ML	MORE INSIDE	Styling
87132	MI STRONG HOLD CREAM GEL 125ML 	MORE INSIDE	Styling
71264	NT DETOX SCRUB SHAMPOO 250ML 	NT	Haircare retail
71330	NT REBALANCING CLEAN TREAT 1L	NT	Haircare tehnic
20255	Orising Exclusive Ceara mata pentru barbati 100 ml	ORISING	Haircare retail
20253	Orising Exclusive Gel de curatare pentru fata si barba 200 ml	ORISING	Haircare retail
20252	Orising Lotiune Exclusive pentru barbati 100 ml	ORISING	Haircare retail
04150	Orising Lotiune proteica fiole 12 x10 ml	ORISING	Haircare retail
05500	Orising Masca impotriva matretii 500 ml	ORISING	Haircare tehnic
01300	Sampon ArgOrising 250 ml	ORISING	Haircare retail
00410	STAMINORISING BAGNO CAPILLARE 100 ML	ORISING	Haircare retail
93000	PASTA&LOVE GEL DE RAS 200 ML	PASTA&LOVE	Haircare retail
A4068	TCC PRESENTER COMM ENG	TCC	Materiale
72029	GLA SHEER GLAZE 150ML	THERE MUST BE AN ANGEL	Haircare retail
60121	VIEW 5,34 60ML	VIEW	Culoare
61100	ANC 10,12 60ML	A NEW COLOR	Culoare
67230	ALCHEMIC SHAMPOO SILVER 1 L	ALCHEMIC	Haircare tehnic
75528	DEHC LOVE CURL  COND. 1L	DEHC	Haircare tehnic
DESP	PLACA LEMN BALAYAGE Mihai Despina	MATERIALE DAV	Materiale
09550	5-AlfOrising Bioessence fiole 12 x 7 ml	ORISING	Haircare retail
20254	Orising Exclusive Balsam nutritiv pentru fata si barba 100 ml	ORISING	Haircare retail
20256	Orising Exclusive Keratine Blend 50 ml	ORISING	Haircare retail
06410	Orising Lotiune CalmOrising pentru reechilibrarea scalpului 95 ml	ORISING	Haircare retail
01550	Orising Sampon CalmOrising 750 ml	ORISING	Haircare tehnic
65057	TPT Violet	THE PRESENT TIME	Culoare
75529	DEHC LOVE CURL CONDITIONER 75ML	TRAVEL SIZE	Travel size
60127	VIEW 4,45 60ML	VIEW	Culoare
60122	VIEW 7,35 60ML	VIEW	Culoare
60172	VIEW BRONZE 60ML	VIEW	Culoare
61012	ANC 7,1 60ML	A NEW COLOR	Culoare
61067	ANC ACTIVATOR 20V 900ML	A NEW COLOR	Decolorare
67221	ALCHEMIC CONDITIONER TOBACCO 250 ML	ALCHEMIC	Haircare retail
75532	DEHC LOVE CURL CLEANSING CREAM 500ML	DEHC	Haircare retail
75589	DEHC LOVE SMOOTH COND. 1L 	DEHC	Haircare tehnic
75587	DEHC LOVE SMOOTH SHAMPOO 1L 	DEHC	Haircare tehnic
75049	DEHC MELU COND 1L 	DEHC	Haircare tehnic
E319	SPATULA LUNGA PENTRU BALAYAGE	LABOR PRO	Materiale
63085	MVB4,35	MASK WITH VIBRACHROME	Culoare
63045	MVB8,3	MASK WITH VIBRACHROME	Culoare
63047	MVB9,31	MASK WITH VIBRACHROME	Culoare
C0175	DIGITAL SCALE COLOR Cantar electronic	MATERIALE DAV	Materiale
DT.TPT	Dosar tehnic TPT	MATERIALE DAV	Materiale
A6319	TPT COLOUR CHART 64 NUANCES	MATERIALE DAV	Materiale
21600	Orising Mostre Sampon pentru scalp seboreic 10 ml	Mostre Orising	Mostre
03450	Orising Lotiune impotriva matretii fiole 12 x7 ml	ORISING	Haircare retail
09500	Orising Stamin ORising Complex fiole 12 x7 ml	ORISING	Haircare retail
93002	PASTA&LOVE OIL 50 ML	PASTA&LOVE	Haircare retail
77011	TCC PROSPECTION BOX	TCC	Materiale
77005	TCC THE WAKE-UP CIRCLE 750ML	TCC	Haircare tehnic
77018	TCC TISSUE MASK	TCC	Materiale
65051	TPT 7,44	THE PRESENT TIME	Culoare
65056	TPT Red	THE PRESENT TIME	Culoare
75526	DEHC LOVE CURL SHAMPOO 75ML	TRAVEL SIZE	Travel size
60155	VIEW 2,11 60ML	VIEW	Culoare
61055	ANC 88,0 60ML	A NEW COLOR	Culoare
61069	ANC ACTIVATOR 40V 900ML	A NEW COLOR	Decolorare
67223	ALCHEMIC CONDITIONER RED 250 ML 	ALCHEMIC	Haircare retail
7266A	UCENIC BEAUTY CASE	CERIOTTI	Materiale
64006	FINEST PIGMENTS PEARL 	FINEST PIGMENTS	Culoare
C172	PIEPTEN CARBON CU CODITA	LABOR PRO	Materiale
B244	PLACA DE CREPONAT LATA 50X90MM	LABOR PRO	Materiale
63018	MVB5	MASK WITH VIBRACHROME	Culoare
63072	MVB5,73	MASK WITH VIBRACHROME	Culoare
C0242	C0242 NT SMALL BRUSH TREATMENT	MATERIALE DAV	Materiale
A5932	COLOUR APRON New	MATERIALE DAV	Materiale
A5959	DAVINES Cape/Pelerine Bio set 30 buc	MATERIALE DAV	Materiale
71310	NT NOURISHING HBP 12ML 	MOSTRE	Mostre
71362	NT TAILORING Iluminating Booster 3, 150ml	NT	Haircare tehnic
08100	Orising Ulei esential pentru scalp seboreic (gras) 30 ml	ORISING	Haircare tehnic
66078	TCL PROGRESS POWDER 800GR	TCL	Decolorare
66063	TCL TOLERANCE GEL 900ML	TCL	Decolorare
66075	TCL LIBERTY POWDER 450GR	TCL	Decolorare
66013	L'ART DECOLOR BLEACHING POWDER 500GR 66013	TCL	Decolorare
66016	L'ART DECOLOR BLUE TONER 150ML 66016	TCL	Decolorare
66065	TCL LIBERTY BLEACH POWDER 40G	TCL	Decolorare
65066	TPT Trial kit 2025	THE PRESENT TIME	Materiale
60157	VIEW 4,44 60ML	VIEW	Culoare
60151	VIEW 6,74 60ML	VIEW	Culoare
67222	ALCHEMIC SHAMPOO RED 280 ML	ALCHEMIC	Haircare retail
74011	AUTHENTIC MOISTURIZING BALM 150ML	AUTHENTIC	Haircare retail
75061	DEHC MINU COND. 1L	DEHC	Haircare tehnic
C417	PIEPTEN LEMN ANTISTATIC	LABOR PRO	Materiale
63080	MVB000	MASK WITH VIBRACHROME	Culoare
63078	MVB12,13	MASK WITH VIBRACHROME	Culoare
63081	MVB4,18	MASK WITH VIBRACHROME	Culoare
63064	MVB5,56	MASK WITH VIBRACHROME	Culoare
C0206	DAVINES Color Cape material textil	MATERIALE DAV	Materiale
WE01006	Tricou Orising unisex M	Materiale Orising	Materiale
71181	NT NOURSHING HAIR ROYAL JELLY SUPERACTIV 6X8 ML	NT	Haircare tehnic
71364	NT TAILORING Controling Booster 5, 150ml	NT	Haircare tehnic
71360	NT TAILORING Hydrating Booster 2, 150ml	NT	Haircare tehnic
71417	NT TAILORING Radiance Base-3 480ml	NT	Haircare tehnic
06200	Orising H.G. System Bioechilibrare 125 ml	ORISING	Haircare retail
05200	Orising Masca impotriva caderii parului 500 ml	ORISING	Haircare tehnic
09600	Orising Minerammide Capsule 30 cps	ORISING	Haircare tehnic
66071	TCL PROGRESS EXPERIENCE KIT 20VOL+30VOL 	TCL	Decolorare
66064	TCL PROGRESS POWDER 40GR	TCL	Decolorare
60164	VIEW 6,22 60 ML	VIEW	Culoare
61009	ANC 10,0 60ML	A NEW COLOR	Culoare
61093	ANC 10,32 60ML	A NEW COLOR	Culoare
61052	ANC 55,0 60ML	A NEW COLOR	Culoare
61054	ANC 77,0 60ML	A NEW COLOR	Culoare
61066	ANC ACTIVATOR 10V 900ML	A NEW COLOR	Decolorare
7259	MASA DE VOPSIT WILLY	CERIOTTI	Materiale
75549	DEHC DEDE COND. 1L	DEHC	Haircare tehnic
75531	DEHC LOVE CURL HAIR MASK 1L	DEHC	Haircare tehnic
64000	FINEST PIGMENTS GLOSS 64000	FINEST PIGMENTS	Culoare
